code,name,截止日期,盈利(百萬),盈利增長(%),每股盈利,每股盈利增長(%),每股派息,市盈率(倍),周息率(%),派息比率(%),每股賬面資產淨值,基準貨幣,兌換比率
06088,鴻騰六零八八科技s,2015/12,1372,-5.41,0.2488,-10.14,0.0000,0.00,-,0.00,-,港元,7.751
06088,鴻騰六零八八科技s,2016/12,1307,-4.74,0.2334,-6.19,0.0000,0.00,-,0.00,-,港元,7.754
06088,鴻騰六零八八科技s,2017/12,1410,7.90,0.2305,-1.23,0.0550,0.00,-,23.86,2.1977,港元,7.814
06088,鴻騰六零八八科技s,2018/12,1833,29.95,0.2742,18.95,0.0700,0.00,-,25.53,2.2474,港元,7.834
06088,鴻騰六零八八科技s,2019/12,1833,0.02,0.2780,1.39,0.0000,0.00,-,0.00,-,港元,7.787
06090,勝捷企業,2015/12,187,-71.30,0.2478,-71.25,0.0000,0.00,-,0.00,2.9128,港元,5.4825
06090,勝捷企業,2016/12,154,-17.73,0.2070,-16.47,0.0000,0.00,-,0.00,2.7816,港元,5.3625
06090,勝捷企業,2017/12,185,20.45,0.2437,17.75,0.1461,0.00,-,59.95,3.2182,港元,5.845
06090,勝捷企業,2018/12,455,145.66,0.5415,122.15,0.1148,0.00,-,21.21,3.4646,港元,5.742
06090,勝捷企業,2019/12,578,26.83,0.6872,26.92,0.1156,0.00,-,16.82,4.0711,港元,5.78
06093,和泓服務,2016/12,21,-,0.0693,-,0.0000,0.00,-,0.00,-,港元,1.11125
06093,和泓服務,2017/12,26,25.95,0.0874,26.04,0.0000,0.00,-,0.00,-,港元,1.1989
06093,和泓服務,2018/12,19,-26.67,0.0641,-26.66,0.0000,0.00,-,0.00,-,港元,1.1386
06093,和泓服務,2019/12,15,-19.83,0.0444,-30.79,0.0000,0.00,-,0.00,0.4594,港元,1.1175
06093,和泓服務,,,,,,,,,,,,
06098,碧桂園服務s,2015/12,259,-,0.0000,-,0.0000,-,-,-,-,港元,1.17605
06098,碧桂園服務s,2016/12,360,38.95,0.0000,-,0.0000,-,-,-,-,港元,1.11125
06098,碧桂園服務s,2017/12,482,33.70,0.0000,-,0.0000,-,-,-,-,港元,1.1989
06098,碧桂園服務s,2018/12,1051,118.23,0.4205,-,0.0967,0.00,-,22.99,1.0297,港元,1.1386
06098,碧桂園服務s,2019/12,1867,77.62,0.7010,66.71,0.1692,0.00,-,24.14,2.2150,港元,1.1175
06099,招商證券s,2015/12,12830,166.99,2.2111,146.09,0.0000,0.00,-,0.00,-,港元,1.1761
06099,招商證券s,2016/12,6005,-53.20,1.0112,-54.26,0.2100,0.00,-,20.77,9.9235,港元,1.11125
06099,招商證券s,2017/12,6937,15.52,0.9351,-7.52,0.4148,0.00,-,44.36,14.1787,港元,1.1989
06099,招商證券s,2018/12,5038,-27.37,0.6148,-34.25,0.3006,0.00,-,48.89,13.7193,港元,1.1386
06099,招商證券s,2019/12,8138,61.52,1.0840,76.30,0.0000,0.00,-,0.00,14.1865,港元,1.1175
06100,有才天下獵聘s,2015/12,-271,-,0.0000,-,0.0000,-,-,-,-,港元,1.17605
06100,有才天下獵聘s,2016/12,-155,43.00,0.0000,-,0.0000,-,-,-,-,港元,1.11125
06100,有才天下獵聘s,2017/12,11,-,0.0000,-,0.0000,-,-,-,-,港元,1.1989
06100,有才天下獵聘s,2018/12,9,-18.34,0.0194,-,0.0000,0.00,-,0.00,6.3088,港元,1.1386
06100,有才天下獵聘s,2019/12,134,1.43K,0.2612,1.25K,0.0000,0.00,-,0.00,-,港元,1.1175
06108,新銳醫藥,2015/12,15,-50.12,0.0628,74.44,0.0000,8.44,0.00,0.00,0.3303,港元,1
06108,新銳醫藥,2016/12,-20,-,-0.0545,-,0.0000,-7.80,0.00,0.00,1.1326,港元,1
06108,新銳醫藥,2017/12,-105,-413.31,-0.0722,-32.48,0.0000,-5.89,0.00,0.00,0.4347,港元,1
06108,新銳醫藥,2018/12,33,-,0.0199,-,0.0000,21.36,0.00,0.00,0.4339,港元,1
06108,新銳醫藥,2019/12,-44,-,-0.0264,-,0.0000,-16.10,0.00,0.00,0.3915,港元,1
06110,滔搏,2017/02,1492,-,0.0000,-,0.0000,-,-,-,-,港元,1.1323
06110,滔搏,2018/02,1777,19.14,0.0000,-,0.0000,-,-,-,-,港元,1.2375
06110,滔搏,2019/02,2583,45.37,0.0000,-,0.0000,-,-,-,-,港元,1.1743
06110,滔搏,,,,,,,,,,,,
06110,滔搏,,,,,,,,,,,,
06111,大發地產,2015/12,69,-,0.0000,-,0.0000,-,-,-,-,港元,1.17605
06111,大發地產,2016/12,27,-59.98,0.0000,-,0.0000,-,-,-,-,港元,1.11125
06111,大發地產,2017/12,165,500.01,0.0000,-,0.0000,-,-,-,-,港元,1.1989
06111,大發地產,2018/12,543,229.35,0.8312,-,0.1690,0.00,-,20.33,4.2402,港元,1.1386
06111,大發地產,2019/12,576,6.18,0.6929,-16.64,0.1620,0.00,-,23.39,-,港元,1.1175
06113,UTS Marketing,2015/12,34,3.71,0.0000,-,0.0000,-,-,-,-,港元,1.8054
06113,UTS Marketing,2016/12,25,-28.12,0.0000,-,0.0000,-,-,-,-,港元,1.7286
06113,UTS Marketing,2017/12,10,-58.95,0.0292,-,0.0386,0.00,-,132.45,0.3865,港元,1.9305
06113,UTS Marketing,2018/12,29,181.71,0.0714,145.08,0.1134,0.00,-,158.73,0.4499,港元,1.89
06113,UTS Marketing,2019/12,25,-11.20,0.0635,-11.17,0.0500,0.00,-,78.80,0.3510,港元,1.9
06116,拉夏貝爾,2015/12,724,15.18,1.4466,-8.72,0.8821,0.00,-,60.98,7.4614,港元,1.1761
06116,拉夏貝爾,2016/12,591,-18.30,1.2002,-17.04,0.7223,0.00,-,60.19,7.4563,港元,1.11125
06116,拉夏貝爾,2017/12,598,1.11,1.1749,-2.10,0.6594,0.00,-,56.12,8.4839,港元,1.1989
06116,拉夏貝爾,2018/12,-182,-,-0.3302,-,0.2847,0.00,-,-86.21,7.1671,港元,1.1386
06116,拉夏貝爾,2019/12,-2293,-1162.55,-4.1906,-1169.14,0.0000,0.00,-,0.00,2.8030,港元,1.1175
06117,日照港裕廊,2016/12,87,-,0.0726,-,0.0000,0.00,-,0.00,-,港元,1.1113
06117,日照港裕廊,2017/12,152,74.73,0.1268,74.79,0.0000,0.00,-,0.00,-,港元,1.1989
06117,日照港裕廊,2018/12,170,11.55,0.1415,11.58,0.0000,0.00,-,0.00,-,港元,1.1386
06117,日照港裕廊,2019/12,158,-7.13,0.1093,-22.78,0.0268,0.00,-,24.54,1.4231,港元,1.1175
06117,日照港裕廊,,,,,,,,,,,,
06118,奧星生命科技,2015/12,8,-90.77,0.0118,-94.46,0.0000,0.00,-,0.00,1.2642,港元,1.1761
06118,奧星生命科技,2016/12,-21,-,-0.0445,-,0.0000,0.00,-,0.00,1.1839,港元,1.11125
06118,奧星生命科技,2017/12,-65,-212.54,-0.1319,-196.69,0.0000,0.00,-,0.00,1.1190,港元,1.1989
06118,奧星生命科技,2018/12,0,-,0.0000,-,0.0000,-,-,-,1.0684,港元,1.1386
06118,奧星生命科技,2019/12,9,7.32K,0.0224,-,0.0000,0.00,-,0.00,-,港元,1.1175
06119,天源集團,2015/12,9,-,0.0000,-,0.0000,-,-,-,-,港元,1.17605
06119,天源集團,2016/12,14,56.52,0.0000,-,0.0000,-,-,-,-,港元,1.11125
06119,天源集團,2017/12,23,67.54,0.0000,-,0.0000,-,-,-,-,港元,1.1989
06119,天源集團,2018/12,7,-71.13,0.0124,-,0.0148,0.00,-,119.27,0.5716,港元,1.1386
06119,天源集團,2019/12,16,142.51,0.0269,117.00,0.0358,0.00,-,132.78,-,港元,1.1175
06122,九台農商銀行s,2015/12,1430,3.88,0.0000,-,0.0000,-,-,-,-,港元,1.17605
06122,九台農商銀行s,2016/12,2097,46.64,0.6364,-,0.3334,0.00,-,52.38,3.4168,港元,1.11125
06122,九台農商銀行s,2017/12,1529,-27.06,0.3859,-39.36,0.2158,0.00,-,55.92,3.7764,港元,1.1989
06122,九台農商銀行s,2018/12,1119,-26.82,0.2675,-30.70,0.2049,0.00,-,76.63,3.7020,港元,1.1386
06122,九台農商銀行s,2019/12,1165,4.06,0.2784,4.08,0.2012,0.00,-,72.26,-,港元,1.1175
06123,圓通速遞(國際),2015/12,50,-16.24,0.1200,-29.82,0.0130,0.00,-,10.83,1.0763,港元,1
06123,圓通速遞(國際),2016/12,5,-90.05,0.0120,-90.00,0.0000,0.00,-,0.00,1.0536,港元,1
06123,圓通速遞(國際),2017/12,98,1.86K,0.2356,1.86K,0.0624,0.00,-,26.49,1.2721,港元,1
06123,圓通速遞(國際),2018/12,104,6.83,0.2514,6.71,0.0380,0.00,-,15.12,1.3907,港元,1
06123,圓通速遞(國際),2019/12,26,-74.94,0.0632,-74.86,0.0100,0.00,-,15.82,1.4171,港元,1
06128,泛亞國際,2015/12,24,-16.03,0.0610,-24.69,0.0550,0.00,-,90.16,0.4904,港元,1
06128,泛亞國際,2016/12,-9,-,-0.0230,-,0.0000,0.00,-,0.00,0.4076,港元,1
06128,泛亞國際,2017/12,-57,-511.99,-0.1390,-504.35,0.0000,0.00,-,0.00,0.2895,港元,1
06128,泛亞國際,2018/12,-36,37.12,-0.0850,38.85,0.0000,0.00,-,0.00,0.2110,港元,1
06128,泛亞國際,2019/12,-57,-58.39,-0.1290,-51.76,0.0000,0.00,-,0.00,-,港元,1
06133,維太創科,2015/12,213,9.13,0.2823,-5.75,0.0505,0.00,-,17.91,1.1858,港元,1.1761
06133,維太創科,2016/12,17,-91.91,0.0222,-92.13,0.0200,0.00,-,89.99,1.1126,港元,1.11125
06133,維太創科,2017/12,-132,-,-0.1559,-,0.0000,0.00,-,0.00,1.0290,港元,1.1989
06133,維太創科,2018/12,17,-,0.0195,-,0.0000,0.00,-,0.00,0.9918,港元,1.1386
06133,維太創科,2019/12,-39,-,-0.0455,-,0.1000,0.00,-,-219.87,0.8294,港元,1.1175
06136,康達國際環保,2015/12,382,3.87,0.1848,-10.81,0.0188,0.00,-,10.18,1.8203,港元,1.1761
06136,康達國際環保,2016/12,372,-2.69,0.1798,-2.69,0.0178,0.00,-,9.89,1.9064,港元,1.11125
06136,康達國際環保,2017/12,497,33.64,0.2404,33.69,0.0240,0.00,-,9.98,2.3283,港元,1.1989
06136,康達國際環保,2018/12,345,-30.49,0.1690,-29.71,0.0000,0.00,-,0.00,2.3051,港元,1.1386
06136,康達國際環保,2019/12,421,21.93,0.2072,22.62,0.0000,0.00,-,0.00,-,港元,1.1175
06138,哈爾濱銀行s,2015/12,5243,10.37,0.4822,4.44,0.1258,0.00,-,26.10,3.5404,港元,1.1761
06138,哈爾濱銀行s,2016/12,5419,3.37,0.4890,1.40,0.0000,0.00,-,0.00,3.6896,港元,1.11125
06138,哈爾濱銀行s,2017/12,6293,16.13,0.5755,17.70,0.0599,0.00,-,10.42,4.4988,港元,1.1989
06138,哈爾濱銀行s,2018/12,6318,0.39,0.5693,-1.07,0.0000,0.00,-,0.00,4.7918,港元,1.1386
06138,哈爾濱銀行s,2019/12,3977,-37.06,0.3576,-37.19,0.1118,0.00,-,31.25,5.0640,港元,1.1175
06139,金茂酒店－ＳＳs,2015/12,543,-40.18,0.2713,-49.13,0.4335,0.00,-,159.79,4.1641,港元,1
06139,金茂酒店－ＳＳs,2016/12,416,-23.28,0.2111,-22.18,0.3568,0.00,-,168.99,3.6313,港元,1.11125
06139,金茂酒店－ＳＳs,2017/12,264,-36.66,0.1319,-37.54,0.3506,0.00,-,265.82,3.8835,港元,1.1989
06139,金茂酒店－ＳＳs,2018/12,285,8.13,0.1480,12.24,0.3343,0.00,-,225.85,3.3189,港元,1.1386
06139,金茂酒店－ＳＳs,2019/12,275,-3.45,0.1341,-9.40,0.3203,0.00,-,238.85,3.0509,港元,1.1175
06158,正榮地產s,2015/12,492,639.57,0.0000,-,0.0000,-,-,-,-,港元,1.17605
06158,正榮地產s,2016/12,1315,167.01,0.0000,-,0.0000,-,-,-,-,港元,1.11125
06158,正榮地產s,2017/12,1689,28.46,0.5635,-,0.1000,0.00,-,17.74,196.1109K,港元,1.1989
06158,正榮地產s,2018/12,2415,42.96,0.5921,5.07,0.1500,0.00,-,25.33,3.7361,港元,1.1386
06158,正榮地產s,2019/12,2801,16.00,0.6593,11.36,0.1000,0.00,-,15.17,-,港元,1.1175
06160,百濟神州s,2016/12,-924,-,-2.3262,-,0.0000,0.00,-,0.00,-,港元,7.754
06160,百濟神州s,2017/12,-750,18.82,-1.4065,39.54,0.0000,0.00,-,0.00,-,港元,7.814
06160,百濟神州s,2018/12,-5278,-603.39,-7.2856,-417.99,0.0000,0.00,-,0.00,17.5519,港元,7.834
06160,百濟神州s,2019/12,-7387,-39.95,-9.5001,-30.40,0.0000,0.00,-,0.00,9.3502,港元,7.787
06160,百濟神州s,,,,,,,,,,,,
06161,泰加保險,2015/12,56,-2.21,0.1095,-28.38,0.0550,0.00,-,50.23,0.7592,港元,1
06161,泰加保險,2016/12,-5,-,-0.0095,-,0.0000,0.00,-,0.00,0.8088,港元,1
06161,泰加保險,2017/12,20,-,0.0386,-,0.0500,0.00,-,129.53,1.0347,港元,1
06161,泰加保險,2018/12,-127,-,-0.2432,-,0.0000,0.00,-,0.00,0.9318,港元,1
06161,泰加保險,2019/12,-199,-56.58,-0.3807,-56.54,0.0000,0.00,-,0.00,-,港元,1
06162,天瑞汽車內飾,2015/12,24,-,0.0000,-,0.0000,-,-,-,-,港元,1.17605
06162,天瑞汽車內飾,2016/12,28,13.87,0.0000,-,0.0000,-,-,-,-,港元,1.11125
06162,天瑞汽車內飾,2017/12,42,51.39,0.0000,-,0.0000,-,-,-,-,港元,1.1989
06162,天瑞汽車內飾,2018/12,32,-24.10,0.0213,-,0.0060,0.00,-,28.18,0.0876,港元,1.1386
06162,天瑞汽車內飾,2019/12,50,57.02,0.0251,18.09,0.0120,0.00,-,47.69,0.1289,港元,1.1175
06163,彭順國際,2015/10,40,115.54,0.2147,-,0.0000,0.00,-,0.00,-,港元,7.7495
06163,彭順國際,2016/10,16,-59.27,0.0876,-59.17,0.0000,0.00,-,0.00,0.3140,港元,7.756
06163,彭順國際,2017/10,9,-43.67,0.0374,-57.27,0.0300,0.00,-,80.11,0.5833,港元,7.802
06163,彭順國際,2018/10,-11,-,-0.0455,-,0.0000,0.00,-,0.00,0.5281,港元,7.847
06163,彭順國際,2019/10,29,-,0.1152,-,0.0800,0.00,-,69.46,0.6109,港元,7.838
06166,中國宏泰發展s,2015/12,604,-30.91,0.3646,-41.57,0.1000,0.00,-,27.42,2.0262,港元,1.1761
06166,中國宏泰發展s,2016/12,743,23.08,0.4556,24.97,0.1200,0.00,-,26.34,2.2960,港元,1.11125
06166,中國宏泰發展s,2017/12,1297,74.46,0.7913,73.67,0.2500,0.00,-,31.59,3.1494,港元,1.1989
06166,中國宏泰發展s,2018/12,1264,-2.55,0.7629,-3.59,0.1600,0.00,-,20.97,3.4479,港元,1.1386
06166,中國宏泰發展s,2019/12,928,-26.57,0.5588,-26.76,0.2000,0.00,-,35.79,3.8410,港元,1.1175
06168,中國優通,2015/12,57,-38.51,0.0326,-40.26,0.0000,30.70,0.00,0.00,0.3894,港元,1.1761
06168,中國優通,2016/12,-281,-,-0.1528,-,0.0000,-6.61,0.00,0.00,0.2553,港元,1.11125
06168,中國優通,2017/12,-215,23.74,-0.1110,27.34,0.0000,-6.76,0.00,0.00,0.1822,港元,1.1989
06168,中國優通,2018/12,-258,-20.03,-0.1258,-13.33,0.0000,-2.23,0.00,0.00,0.1032,港元,1.1386
06168,中國優通,2019/12,-185,28.32,-0.0853,32.23,0.0000,-3.87,0.00,0.00,0.0712,港元,1.1175
06169,宇華教育s,2015/08,110,-58.14,0.0000,-,0.0000,-,-,-,-,港元,1.203
06169,宇華教育s,2016/08,361,229.41,0.0000,-,0.0000,-,-,-,-,港元,1.15955
06169,宇華教育s,2017/08,372,2.94,0.1423,-,0.0800,0.00,-,56.25,0.9789,港元,1.18555
06169,宇華教育s,2018/08,609,63.73,0.1951,37.12,0.1110,0.00,-,56.90,1.2215,港元,1.1475
06169,宇華教育s,2019/08,531,-12.84,0.1642,-15.82,0.1340,0.00,-,81.61,1.2201,港元,1.0947
06178,光大證券s,2015/12,8993,248.43,2.5120,-,0.0000,0.00,-,0.00,12.1872,港元,1.1761
06178,光大證券s,2016/12,3348,-62.77,0.8211,-67.31,0.2223,0.00,-,27.07,11.3747,港元,1.11125
06178,光大證券s,2017/12,3616,8.01,0.7843,-4.48,0.2398,0.00,-,30.57,12.6307,港元,1.1989
06178,光大證券s,2018/12,118,-96.75,0.0255,-96.75,0.1139,0.00,-,446.43,11.6564,港元,1.1386
06178,光大證券s,2019/12,635,439.49,0.1377,439.81,0.0413,0.00,-,30.03,11.4990,港元,1.1175
06182,乙德投資控股,2015/03,24,-,0.0405,-,0.0000,0.00,-,0.00,-,港元,1
06182,乙德投資控股,2016/03,19,-22.20,0.0315,-22.22,0.0000,0.00,-,0.00,-,港元,1
06182,乙德投資控股,2017/03,28,49.54,0.0471,49.52,0.0000,0.00,-,0.00,-,港元,1
06182,乙德投資控股,2018/03,2,-91.77,0.0036,-92.36,0.0000,0.00,-,0.00,0.2107,港元,1
06182,乙德投資控股,2019/03,1,-66.97,0.0010,-72.22,0.0000,0.00,-,0.00,0.2113,港元,1
06183,中國綠寶,2015/12,256,17.20,0.5786,32.48,0.1999,0.00,-,34.55,3.4184,港元,1.1761
06183,中國綠寶,2016/12,247,-3.62,0.2423,-58.13,0.1000,0.00,-,41.28,3.5717,港元,1.11125
06183,中國綠寶,2017/12,221,-10.35,0.2061,-14.93,0.0000,0.00,-,0.00,2.1066,港元,1.1989
06183,中國綠寶,2018/12,164,-26.05,0.1467,-28.84,0.0000,0.00,-,0.00,2.0691,港元,1.1386
06183,中國綠寶,2019/12,138,-15.84,0.1130,-22.96,0.0000,0.00,-,0.00,-,港元,1.1175
06185,康希諾生物－Ｂs,2016/12,-55,-,-0.4556,-,0.0000,0.00,-,0.00,-,港元,1.11125
06185,康希諾生物－Ｂs,2017/12,-77,-39.48,-0.5395,-18.41,0.0000,0.00,-,0.00,-,港元,1.1989
06185,康希諾生物－Ｂs,2018/12,-157,-103.76,-1.0247,-89.94,0.0000,0.00,-,0.00,-,港元,1.1386
06185,康希諾生物－Ｂs,2019/12,-175,-11.27,-0.8605,16.03,0.0000,0.00,-,0.00,7.3807,港元,1.1175
06185,康希諾生物－Ｂs,,,,,,,,,,,,
06186,中國飛鶴,2016/12,463,-,0.0556,-,0.0000,0.00,-,0.00,-,港元,1.1113
06186,中國飛鶴,2017/12,1391,200.17,0.1678,202.07,0.0000,0.00,-,0.00,-,港元,1.1989
06186,中國飛鶴,2018/12,2553,83.54,0.3188,89.94,0.0000,0.00,-,0.00,-,港元,1.1386
06186,中國飛鶴,2019/12,4397,72.22,0.5364,68.25,0.1943,0.00,-,36.22,1.6299,港元,1.1175
06186,中國飛鶴,,,,,,,,,,,,
06188,迪信通,2015/12,420,5.78,0.6351,-7.47,0.0000,0.00,-,0.00,4.8548,港元,1.1761
06188,迪信通,2016/12,396,-5.70,0.5890,-7.26,0.0000,0.00,-,0.00,5.1808,港元,1.11125
06188,迪信通,2017/12,387,-2.37,0.5755,-2.29,0.0000,0.00,-,0.00,6.1672,港元,1.1989
06188,迪信通,2018/12,375,-2.95,0.5579,-3.05,0.0000,0.00,-,0.00,6.4191,港元,1.1386
06188,迪信通,2019/12,288,-23.33,0.4358,-21.88,0.0000,0.00,-,0.00,-,港元,1.1175
06189,愛得威建設集團,2015/12,118,19.19,0.7482,19.18,0.0000,0.00,-,0.00,3.5259,港元,1.17605
06189,愛得威建設集團,2016/12,120,0.96,0.7314,-2.24,0.0000,0.00,-,0.00,4.1300,港元,1.11125
06189,愛得威建設集團,2017/12,139,16.14,0.6581,-10.03,0.0360,0.00,-,5.47,5.1138,港元,1.1989
06189,愛得威建設集團,2018/12,149,7.16,0.7024,6.74,0.0000,0.00,-,0.00,5.5873,港元,1.1386
06189,愛得威建設集團,2019/12,79,-47.22,0.3425,-51.24,0.0000,0.00,-,0.00,5.9290,港元,1.1175
06190,九江銀行,2015/12,2097,-,1.3877,-,0.0000,0.00,-,0.00,-,港元,1.17605
06190,九江銀行,2016/12,1754,-16.36,1.1557,-16.72,0.0000,0.00,-,0.00,-,港元,1.11125
06190,九江銀行,2017/12,2118,20.75,1.1150,-3.52,0.0000,0.00,-,0.00,-,港元,1.1989
06190,九江銀行,2018/12,2001,-5.50,0.9109,-18.31,0.0911,0.00,-,10.00,10.9078,港元,1.1386
06190,九江銀行,2019/12,2053,2.59,0.8493,-6.76,0.1341,0.00,-,15.79,11.4776,港元,1.1175
06193,泰林科建,2016/12,10,-,0.5223,-,0.0000,0.00,-,0.00,-,港元,1.1113
06193,泰林科建,2017/12,32,202.37,1.5825,202.99,0.0000,0.00,-,0.00,-,港元,1.1989
06193,泰林科建,2018/12,36,12.33,1.7762,12.24,0.0000,0.00,-,0.00,-,港元,1.1386
06193,泰林科建,2019/12,28,-21.76,0.0894,-94.97,0.0000,0.00,-,0.00,0.5845,港元,1.1175
06193,泰林科建,,,,,,,,,,,,
06196,鄭州銀行s,2015/12,3947,28.43,0.9997,29.21,0.2352,0.00,-,23.53,4.0702,港元,1.1761
06196,鄭州銀行s,2016/12,4444,12.57,0.8334,-16.63,0.2445,0.00,-,29.33,4.4468,港元,1.11125
06196,鄭州銀行s,2017/12,5131,15.48,0.9591,15.08,0.0000,0.00,-,0.00,7.2552,港元,1.1989
06196,鄭州銀行s,2018/12,3483,-32.13,0.5351,-44.20,0.1708,0.00,-,31.91,7.0466,港元,1.1386
06196,鄭州銀行s,2019/12,3671,5.41,0.5252,-1.85,0.1118,0.00,-,21.28,7.2822,港元,1.1175
06198,青島港國際s,2015/12,2249,13.66,0.4704,4.72,0.1636,0.00,-,34.77,3.1172,港元,1.1761
06198,青島港國際s,2016/12,2429,8.04,0.5112,8.66,0.1450,0.00,-,28.36,3.3108,港元,1.11125
06198,青島港國際s,2017/12,3648,50.17,0.6594,29.00,0.0000,0.00,-,0.00,4.6780,港元,1.1989
06198,青島港國際s,2018/12,4092,12.15,0.6832,3.60,0.4323,0.00,-,63.28,5.0887,港元,1.1386
06198,青島港國際s,2019/12,4235,3.52,0.6593,-3.49,0.0224,0.00,-,3.39,-,港元,1.1175
06199,貴州銀行,2016/12,2180,-,0.2556,-,0.0000,0.00,-,0.00,-,港元,1.1113
06199,貴州銀行,2017/12,2703,24.03,0.2757,7.88,0.0000,0.00,-,0.00,-,港元,1.1989
06199,貴州銀行,2018/12,3275,21.15,0.2733,-0.90,0.0000,0.00,-,0.00,-,港元,1.1386
06199,貴州銀行,2019/12,3982,21.59,0.3241,18.59,0.0782,0.00,-,24.14,2.5960,港元,1.1175
06199,貴州銀行,,,,,,,,,,,,
06288,FAST RETAIL-DRS,2015/08,7039,26.64,69.0505,26.61,22.3895,0.00,-,32.42,452.8693,港元,0.06397
06288,FAST RETAIL-DRS,2016/08,3609,-48.72,35.4001,-48.73,26.2885,0.00,-,74.26,406.8008,港元,0.07511
06288,FAST RETAIL-DRS,2017/08,8453,134.21,82.8966,134.17,24.8045,0.00,-,29.92,488.9113,港元,0.07087
06288,FAST RETAIL-DRS,2018/08,10944,29.46,107.2869,29.42,31.1036,0.00,-,28.99,575.0817,港元,0.07069
06288,FAST RETAIL-DRS,2019/08,11998,9.64,117.5782,9.59,35.4240,0.00,-,30.13,653.0397,港元,0.0738
06805,金茂源環保,2016/12,18,-,0.0000,-,0.0000,-,-,-,-,港元,1.1113
06805,金茂源環保,2017/12,24,33.11,0.0000,-,0.0000,-,-,-,-,港元,1.1989
06805,金茂源環保,2018/12,55,125.43,0.0000,-,0.0000,-,-,-,-,港元,1.1386
06805,金茂源環保,2019/12,62,12.91,0.0671,-,0.0000,0.00,-,0.00,-,港元,1.1175
06805,金茂源環保,,,,,,,,,,,,
06806,申萬宏源s,2016/12,6011,-,0.2997,-,0.0000,0.00,-,0.00,-,港元,1.11125
06806,申萬宏源s,2017/12,5515,-8.26,0.2749,-8.27,0.0000,0.00,-,0.00,-,港元,1.1989
06806,申萬宏源s,2018/12,4737,-14.10,0.2121,-22.84,0.0000,0.00,-,0.00,-,港元,1.1386
06806,申萬宏源s,2019/12,6409,35.31,0.2647,24.80,0.0894,0.00,-,33.77,3.7134,港元,1.1175
06806,申萬宏源s,,,,,,,,,,,,
06808,高鑫零售s,2015/12,2873,-20.58,0.3058,-18.32,0.1901,28.45,2.18,62.15,2.5577,港元,1.1761
06808,高鑫零售s,2016/12,2857,-0.56,0.3001,-1.88,0.2300,35.86,2.14,76.65,2.5378,港元,1.1113
06808,高鑫零售s,2017/12,3349,17.20,0.3477,15.87,0.1601,22.81,2.02,46.03,2.8044,港元,1.1989
06808,高鑫零售s,2018/12,2821,-15.74,0.2960,-14.85,0.1397,34.52,1.37,47.18,2.6600,港元,1.1386
06808,高鑫零售s,2019/12,3167,12.25,0.3353,13.25,0.1500,37.70,1.19,44.74,2.8026,港元,1.1175
06811,太興集團,2016/12,109,-,0.0000,-,0.0000,-,-,-,-,港元,1
06811,太興集團,2017/12,116,6.48,0.0000,-,0.0000,-,-,-,-,港元,1
06811,太興集團,2018/12,305,163.60,0.0000,-,0.0000,-,-,-,-,港元,1
06811,太興集團,2019/12,77,-74.79,0.0865,-,0.0504,0.00,-,58.27,0.9667,港元,1
06811,太興集團,,,,,,,,,,,,
06816,瑞港建設,2015/12,96,159.03,0.1730,-,0.0000,0.00,-,0.00,-,港元,1
06816,瑞港建設,2016/12,69,-27.66,0.1013,-41.45,0.0300,0.00,-,29.62,0.5802,港元,1
06816,瑞港建設,2017/12,64,-7.17,0.0806,-20.43,0.0200,0.00,-,24.81,0.6305,港元,1
06816,瑞港建設,2018/12,30,-52.82,0.0380,-52.85,0.0000,0.00,-,0.00,0.6246,港元,1
06816,瑞港建設,2019/12,12,-60.26,0.0151,-60.26,0.0000,0.00,-,0.00,0.6463,港元,1
06818,中國光大銀行s,2015/12,34728,-3.65,0.7409,-4.23,0.2235,4.86,6.21,30.16,5.6310,港元,1.1761
06818,中國光大銀行s,2016/12,33703,-2.95,0.7001,-5.51,0.1089,5.36,2.90,15.56,5.9624,港元,1.11125
06818,中國光大銀行s,2017/12,37819,12.21,0.7673,9.60,0.2170,4.91,5.76,28.28,6.9610,港元,1.1989
06818,中國光大銀行s,2018/12,38324,1.33,0.6945,-9.48,0.1833,4.20,6.28,26.39,6.9737,港元,1.1386
06818,中國光大銀行s,2019/12,41743,8.92,0.7599,9.41,0.2391,3.91,8.05,31.47,8.1963,港元,1.1175
06819,中智全球,2015/12,37,-,0.1085,-,0.0000,0.00,-,0.00,-,港元,7.7505
06819,中智全球,2016/12,54,45.54,0.1628,50.07,0.0000,0.00,-,0.00,-,港元,7.754
06819,中智全球,2017/12,61,12.32,0.1797,10.37,0.0000,0.00,-,0.00,-,港元,7.814
06819,中智全球,2018/12,24,-60.87,0.0627,-65.13,0.0000,0.00,-,0.00,0.0204,港元,7.834
06819,中智全球,,,,,,,,,,,,
06820,FriendTimes,2016/12,90,-,1.7669,-,0.0000,0.00,-,0.00,-,港元,1.11125
06820,FriendTimes,2017/12,141,56.43,2.7335,54.71,0.0000,0.00,-,0.00,-,港元,1.1989
06820,FriendTimes,2018/12,383,171.00,0.2049,-92.50,0.0000,0.00,-,0.00,-,港元,1.1386
06820,FriendTimes,2019/12,464,21.14,0.2347,14.50,0.1000,0.00,-,42.61,0.6664,港元,1.1175
06820,FriendTimes,,,,,,,,,,,,
06822,科勁國際,2015/12,164,71.89,0.2360,31.11,0.1650,0.00,-,69.92,0.7960,港元,1
